,duree,annee,periode,geog,label,quantite,S_dep,nbr_act,penet,nbr_ach,BIO,pays
427617,A,2019,A,ENF 6-10 ANS MAX,TOMATE AUTRES VRAC,556095.875,2250144.5,723851.375,12.7,238161.6719,NON BIO,FRANCE
427618,A,2019,A,ENF 6-10 ANS MAX,TOMATE BELGIQUE,595376.625,1201692.875,572833.1875,15.4,287726.75,NON BIO,BELGIQUE
427619,A,2019,A,ENF 6-10 ANS MAX,TOMATE BELGIQUE PREEMB,128460.2656,186655.6094,69000.32031,0.1,1013.373413,NON BIO,BELGIQUE
427620,A,2019,A,ENF 6-10 ANS MAX,TOMATE BELGIQUE VRAC,466916.375,1015037.313,504873.4688,14.8,277273.5625,NON BIO,BELGIQUE
427621,A,2019,A,ENF 6-10 ANS MAX,TOMATE BIO,1370698.75,5946424.0,2112587.75,17.8,332886.25,BIO,FRANCE
427622,A,2019,A,ENF 6-10 ANS MAX,TOMATE BIO PREEMB,688898.125,3626169.75,1372190.25,14.8,276339.25,BIO,FRANCE
427623,A,2019,A,ENF 6-10 ANS MAX,TOMATE BIO VRAC,681800.625,2320254.25,745576.375,5.1,96004.95313,BIO,FRANCE
427624,A,2019,A,ENF 6-10 ANS MAX,TOMATE CERISE ALLONGEE,2337691.75,12406364.0,5844789.0,56.9,1064375.875,NON BIO,FRANCE
427625,A,2019,A,ENF 6-10 ANS MAX,TOMATE CERISE ALLONGEE PREEMB,2073049.375,11029437.0,5276359.5,53.5,1000351.188,NON BIO,FRANCE
427626,A,2019,A,ENF 6-10 ANS MAX,TOMATE CERISE ALLONGEE VRAC,264642.375,1376927.25,571019.125,14.3,267979.4375,NON BIO,FRANCE
427627,A,2019,A,ENF 6-10 ANS MAX,TOMATE CERISE RONDE,1777564.125,10975378.0,4295160.5,44.9,839801.5625,NON BIO,FRANCE
427628,A,2019,A,ENF 6-10 ANS MAX,TOMATE CERISE RONDE PREEMB,1288875.125,7708516.0,3441733.5,42.1,786378.875,NON BIO,FRANCE
427629,A,2019,A,ENF 6-10 ANS MAX,TOMATE CERISE RONDE VRAC,488688.9375,3266862.75,855569.3125,6.9,128517.3438,NON BIO,FRANCE
427630,A,2019,A,ENF 6-10 ANS MAX,TOMATE COCKTAIL GRAPPE,594990.0,2695450.0,1122891.5,21.6,403595.9688,NON BIO,FRANCE
427631,A,2019,A,ENF 6-10 ANS MAX,TOMATE COCKTAIL GRAPPE PREEMB,530593.125,2398812.25,997793.9375,17.1,320443.8125,NON BIO,FRANCE
427632,A,2019,A,ENF 6-10 ANS MAX,TOMATE COCKTAIL GRAPPE VRAC,64396.875,296637.75,125097.5703,5.5,103040.7031,NON BIO,FRANCE
427633,A,2019,A,ENF 6-10 ANS MAX,TOMATE COTELEE ET COEUR DE BOEUF,1462817.875,5491845.5,1358337.75,21.2,396080.9063,NON BIO,FRANCE
427634,A,2019,A,ENF 6-10 ANS MAX,TOMATE COTELEE ET COEUR DE BOEUF PREEMB,56684.30859,207598.6875,71568.23438,0.1,1444.547241,NON BIO,FRANCE
427635,A,2019,A,ENF 6-10 ANS MAX,TOMATE COTELEE ET COEUR DE BOEUF VRAC,1406133.625,5284246.5,1286769.5,21.2,395956.7813,NON BIO,FRANCE
427636,A,2019,A,ENF 6-10 ANS MAX,TOMATE ESPAGNE,2000701.375,4756829.0,2320116.5,40.1,749262.25,NON BIO,ESPAGNE
427637,A,2019,A,ENF 6-10 ANS MAX,TOMATE ESPAGNE PREEMB,165026.7188,417628.2188,212554.0,6.5,121499.8594,NON BIO,ESPAGNE
427638,A,2019,A,ENF 6-10 ANS MAX,TOMATE ESPAGNE VRAC,1835674.625,4339201.0,2119238.0,38.8,726091.8125,NON BIO,ESPAGNE
427639,A,2019,A,ENF 6-10 ANS MAX,TOMATE FRANCE,9855064.0,28297370.0,9606364.0,70.5,1317366.25,NON BIO,FRANCE
427640,A,2019,A,ENF 6-10 ANS MAX,TOMATE FRANCE PREEMB,345177.3125,1166852.5,421292.1563,13.7,255648.6406,NON BIO,FRANCE
427641,A,2019,A,ENF 6-10 ANS MAX,TOMATE FRANCE VRAC,9509886.0,27130518.0,9271344.0,69.3,1296233.875,NON BIO,FRANCE
427642,A,2019,A,ENF 6-10 ANS MAX,TOMATE GROSSE A FARCIR,446066.6563,1466703.375,341223.3438,3.9,73552.60938,NON BIO,FRANCE
427643,A,2019,A,ENF 6-10 ANS MAX,TOMATE GROSSE A FARCIR PREEMB,886.1516724,3199.98999,984.6129761,0.0,0.0,NON BIO,FRANCE
427644,A,2019,A,ENF 6-10 ANS MAX,TOMATE GROSSE A FARCIR VRAC,445180.5,1463503.375,340238.7188,3.9,73552.60938,NON BIO,FRANCE
427645,A,2019,A,ENF 6-10 ANS MAX,TOMATE HOLLANDE,88829.41406,231512.1406,91039.42969,3.0,55526.26563,NON BIO,HOLLANDE
427646,A,2019,A,ENF 6-10 ANS MAX,TOMATE HOLLANDE PREEMB,2621.346924,10552.12012,7177.710938,0.0,0.0,NON BIO,HOLLANDE
427647,A,2019,A,ENF 6-10 ANS MAX,TOMATE HOLLANDE VRAC,86208.07031,220960.0156,83861.71875,3.0,55526.26563,NON BIO,HOLLANDE
427648,A,2019,A,ENF 6-10 ANS MAX,TOMATE ITALIE,42799.39453,156402.1719,66650.19531,4.9,90737.55469,NON BIO,ITALIE
427649,A,2019,A,ENF 6-10 ANS MAX,TOMATE ITALIE PREEMB,5822.227051,13391.12012,5292.934082,0.8,15468.62793,NON BIO,ITALIE
427650,A,2019,A,ENF 6-10 ANS MAX,TOMATE ITALIE VRAC,36977.16797,143011.0469,61357.26172,3.8,70817.17188,NON BIO,ITALIE
427651,A,2019,A,ENF 6-10 ANS MAX,TOMATE MAROC,451802.5313,987821.3125,503277.9375,14.7,274733.6563,NON BIO,MAROC
427652,A,2019,A,ENF 6-10 ANS MAX,TOMATE MAROC PREEMB,126254.9453,294965.375,136503.8594,6.3,117453.5625,NON BIO,MAROC
427653,A,2019,A,ENF 6-10 ANS MAX,TOMATE MAROC VRAC,325547.5625,692855.9375,372986.125,10.8,201550.9063,NON BIO,MAROC
427654,A,2019,A,ENF 6-10 ANS MAX,TOMATE,20611758.0,65846520.0,24654868.0,92.3,1726033.25,NON BIO,FRANCE
427655,A,2019,A,ENF 6-10 ANS MAX,TOMATE PREEMB,6716797.5,28962300.0,12132801.0,76.5,1429826.625,NON BIO,FRANCE
427656,A,2019,A,ENF 6-10 ANS MAX,TOMATE VRAC,13894961.0,36884220.0,14087844.0,85.7,1601782.5,NON BIO,FRANCE
427657,A,2019,A,ENF 6-10 ANS MAX,TOMATE ORIGINE NON PRECISE,1829389.0,4665343.5,2151478.25,28.8,537403.0,NON BIO,AUTRE ORIGINE
427658,A,2019,A,ENF 6-10 ANS MAX,TOMATE ORIGINE NON PRECISE PREEMB,36688.72656,93060.25,58412.82813,1.8,33069.96094,NON BIO,AUTRE ORIGINE
427659,A,2019,A,ENF 6-10 ANS MAX,TOMATE ORIGINE NON PRECISE VRAC,1792700.25,4572283.0,2099459.25,28.9,539430.0,NON BIO,AUTRE ORIGINE
427660,A,2019,A,ENF 6-10 ANS MAX,TOMATE PREEMB,7405695.5,32588470.0,13409790.0,77.5,1448897.0,NON BIO,FRANCE
427661,A,2019,A,ENF 6-10 ANS MAX,TOMATE RONDE,4379715.5,9946248.0,4685041.5,61.5,1148631.0,NON BIO,FRANCE
427662,A,2019,A,ENF 6-10 ANS MAX,TOMATE RONDE GRAPPE,8571219.0,18849594.0,8663444.0,77.4,1445905.5,NON BIO,FRANCE
427663,A,2019,A,ENF 6-10 ANS MAX,TOMATE RONDE GRAPPE PREEMB,722351.875,2367123.0,820766.8125,16.4,306392.5625,NON BIO,FRANCE
427664,A,2019,A,ENF 6-10 ANS MAX,TOMATE RONDE GRAPPE VRAC,7848867.0,16482470.0,7847388.5,74.2,1386237.25,NON BIO,FRANCE
427665,A,2019,A,ENF 6-10 ANS MAX,TOMATE RONDE PREEMB,1724415.25,3562983.5,1727600.0,36.3,678599.125,NON BIO,FRANCE
427666,A,2019,A,ENF 6-10 ANS MAX,TOMATE RONDE VRAC,2655300.5,6383264.5,2961499.25,45.4,847867.875,NON BIO,FRANCE
427667,A,2019,A,ENF 6-10 ANS MAX,TOMATE VRAC,14576761.0,39204476.0,14798465.0,86.0,1607017.125,NON BIO,FRANCE
452931,A,2019,A,MOINS DE 35 ANS,TOMATE,51128692.0,165738160.0,69093824.0,93.1,5538453.0,NON BIO,FRANCE
452932,A,2019,A,MOINS DE 35 ANS,TOMATE,53070928.0,172214832.0,72082600.0,0.0,0.0,NON BIO,FRANCE
452933,A,2019,A,MOINS DE 35 ANS,TOMATE ALLONGEE,2631314.0,7408502.0,4112754.0,33.1,1971166.875,NON BIO,FRANCE
452934,A,2019,A,MOINS DE 35 ANS,TOMATE ALLONGEE,2745267.25,7722499.5,4299248.5,0.0,0.0,NON BIO,FRANCE
452935,A,2019,A,MOINS DE 35 ANS,TOMATE ALLONGEE PREEMB,339037.375,1457682.25,593247.375,11.9,707562.375,NON BIO,FRANCE
452936,A,2019,A,MOINS DE 35 ANS,TOMATE ALLONGEE PREEMB,356879.4688,1526605.875,626300.0,0.0,0.0,NON BIO,FRANCE
452937,A,2019,A,MOINS DE 35 ANS,TOMATE ALLONGEE VRAC,2292276.75,5950819.5,3519476.5,27.4,1632295.0,NON BIO,FRANCE
452938,A,2019,A,MOINS DE 35 ANS,TOMATE ALLONGEE VRAC,2388388.0,6195893.5,3676286.5,0.0,0.0,NON BIO,FRANCE
452939,A,2019,A,MOINS DE 35 ANS,TOMATE AUTRE ORIGINE,1409404.625,3346355.25,1493082.0,9.2,548812.625,NON BIO,AUTRE ORIGINE
452940,A,2019,A,MOINS DE 35 ANS,TOMATE AUTRE ORIGINE,1441007.5,3377400.25,1490255.625,0.0,0.0,NON BIO,AUTRE ORIGINE
452941,A,2019,A,MOINS DE 35 ANS,TOMATE AUTRE ORIGINE PREEMB,150804.5156,256621.1406,120593.8516,0.0,0.0,NON BIO,AUTRE ORIGINE
452942,A,2019,A,MOINS DE 35 ANS,TOMATE AUTRE ORIGINE VRAC,1290203.0,3120779.25,1374580.25,0.0,0.0,NON BIO,AUTRE ORIGINE
452943,A,2019,A,MOINS DE 35 ANS,TOMATE AUTRES,3868062.0,18484176.0,6557464.5,41.3,2458433.25,NON BIO,FRANCE
452944,A,2019,A,MOINS DE 35 ANS,TOMATE AUTRES,4011261.25,19243248.0,6849606.0,0.0,0.0,NON BIO,FRANCE
452945,A,2019,A,MOINS DE 35 ANS,TOMATE AUTRES PREEMB,1964157.375,11292543.0,3888915.0,30.1,1791207.125,NON BIO,FRANCE
452946,A,2019,A,MOINS DE 35 ANS,TOMATE AUTRES PREEMB,2069968.375,11945411.0,4130282.25,0.0,0.0,NON BIO,FRANCE
452947,A,2019,A,MOINS DE 35 ANS,TOMATE AUTRES VRAC,1903904.625,7191632.5,2692809.25,22.7,1349618.75,NON BIO,FRANCE
452948,A,2019,A,MOINS DE 35 ANS,TOMATE AUTRES VRAC,1941293.0,7297836.0,2745497.75,0.0,0.0,NON BIO,FRANCE
452949,A,2019,A,MOINS DE 35 ANS,TOMATE BELGIQUE,1288961.625,2855080.75,1486130.875,10.8,639968.5625,NON BIO,BELGIQUE
452950,A,2019,A,MOINS DE 35 ANS,TOMATE BELGIQUE,1333891.25,2955317.0,1547551.125,0.0,0.0,NON BIO,BELGIQUE
452951,A,2019,A,MOINS DE 35 ANS,TOMATE BELGIQUE PREEMB,168742.5625,307921.875,164216.0781,0.0,0.0,NON BIO,BELGIQUE
452952,A,2019,A,MOINS DE 35 ANS,TOMATE BELGIQUE VRAC,1165148.75,2647395.25,1384375.625,0.0,0.0,NON BIO,BELGIQUE
452953,A,2019,A,MOINS DE 35 ANS,TOMATE BIO,2636563.75,12075960.0,4726833.5,25.4,1509861.0,BIO,FRANCE
452954,A,2019,A,MOINS DE 35 ANS,TOMATE BIO,2789543.5,12822840.0,5079232.0,0.0,0.0,BIO,FRANCE
452955,A,2019,A,MOINS DE 35 ANS,TOMATE BIO PREEMB,1645511.75,8899995.0,3747292.0,0.0,0.0,BIO,FRANCE
452956,A,2019,A,MOINS DE 35 ANS,TOMATE BIO VRAC,1144031.75,3922844.75,1338818.875,0.0,0.0,BIO,FRANCE
452957,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE,5893588.5,30122584.0,15211425.0,60.5,3596763.5,NON BIO,FRANCE
452958,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE,6087768.5,31260680.0,15906254.0,0.0,0.0,NON BIO,FRANCE
452959,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE PREEMB,5055008.0,26660704.0,13685663.0,55.3,3291042.5,NON BIO,FRANCE
452960,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE PREEMB,5235310.0,27711296.0,14354231.0,0.0,0.0,NON BIO,FRANCE
452961,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE VRAC,838580.875,3461881.0,1522195.75,15.7,931854.0,NON BIO,FRANCE
452962,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE VRAC,852458.5625,3549385.25,1560068.0,0.0,0.0,NON BIO,FRANCE
452963,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE RONDE,3597491.25,21361286.0,9852684.0,55.3,3292625.5,NON BIO,FRANCE
452964,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE RONDE,3748138.75,22207692.0,10324416.0,0.0,0.0,NON BIO,FRANCE
452965,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE RONDE PREEMB,3045387.75,17935774.0,8462171.0,51.4,3059293.75,NON BIO,FRANCE
452966,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE RONDE PREEMB,3183745.25,18711244.0,8897557.0,0.0,0.0,NON BIO,FRANCE
452967,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE RONDE VRAC,552103.5625,3425512.5,1385979.125,14.4,856362.875,NON BIO,FRANCE
452968,A,2019,A,MOINS DE 35 ANS,TOMATE CERISE RONDE VRAC,564393.4375,3496447.75,1426858.625,0.0,0.0,NON BIO,FRANCE
452969,A,2019,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE,1503794.125,7380300.5,2832466.0,22.8,1354601.0,NON BIO,FRANCE
452970,A,2019,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE,1606297.875,7848768.5,3024939.75,0.0,0.0,NON BIO,FRANCE
452971,A,2019,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE PREEMB,1374395.125,6762823.5,2507337.5,20.5,1219586.25,NON BIO,FRANCE
452972,A,2019,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE PREEMB,1469464.125,7200573.0,2683705.5,0.0,0.0,NON BIO,FRANCE
452973,A,2019,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE VRAC,129399.0156,617477.1875,327759.5938,3.5,205998.2344,NON BIO,FRANCE
452974,A,2019,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE VRAC,136833.7969,648195.5625,341234.2813,0.0,0.0,NON BIO,FRANCE
452975,A,2019,A,MOINS DE 35 ANS,TOMATE COTELEE ET COEUR DE BOEUF,3253221.25,12227308.0,3668884.0,26.3,1564314.25,NON BIO,FRANCE
452976,A,2019,A,MOINS DE 35 ANS,TOMATE COTELEE ET COEUR DE BOEUF,3372410.25,12565472.0,3815752.25,0.0,0.0,NON BIO,FRANCE
452977,A,2019,A,MOINS DE 35 ANS,TOMATE COTELEE ET COEUR DE BOEUF PREEMB,134861.4688,692022.25,177280.5781,1.9,112133.9922,NON BIO,FRANCE
452978,A,2019,A,MOINS DE 35 ANS,TOMATE COTELEE ET COEUR DE BOEUF PREEMB,136468.25,680382.875,181594.7656,0.0,0.0,NON BIO,FRANCE
452979,A,2019,A,MOINS DE 35 ANS,TOMATE COTELEE ET COEUR DE BOEUF VRAC,3118359.75,11535286.0,3495458.25,25.6,1523915.125,NON BIO,FRANCE
452980,A,2019,A,MOINS DE 35 ANS,TOMATE COTELEE ET COEUR DE BOEUF VRAC,3235942.0,11885089.0,3637671.75,0.0,0.0,NON BIO,FRANCE
452981,A,2019,A,MOINS DE 35 ANS,TOMATE ESPAGNE,4422812.5,11074103.0,5708657.0,38.4,2287315.25,NON BIO,ESPAGNE
452982,A,2019,A,MOINS DE 35 ANS,TOMATE ESPAGNE,4539384.5,11349894.0,5856622.5,0.0,0.0,NON BIO,ESPAGNE
452983,A,2019,A,MOINS DE 35 ANS,TOMATE ESPAGNE PREEMB,487864.9688,1385659.875,763544.0,0.0,0.0,NON BIO,ESPAGNE
452984,A,2019,A,MOINS DE 35 ANS,TOMATE ESPAGNE VRAC,4051519.5,9964234.0,5122368.0,0.0,0.0,NON BIO,ESPAGNE
452985,A,2019,A,MOINS DE 35 ANS,TOMATE FRANCE,21048070.0,57792904.0,23984210.0,68.2,4058757.75,NON BIO,FRANCE
452986,A,2019,A,MOINS DE 35 ANS,TOMATE FRANCE,21730750.0,59713876.0,24803062.0,0.0,0.0,NON BIO,FRANCE
452987,A,2019,A,MOINS DE 35 ANS,TOMATE FRANCE PREEMB,673543.75,2619320.5,935338.375,0.0,0.0,NON BIO,FRANCE
452988,A,2019,A,MOINS DE 35 ANS,TOMATE FRANCE VRAC,21057206.0,57094556.0,24035568.0,0.0,0.0,NON BIO,FRANCE
452989,A,2019,A,MOINS DE 35 ANS,TOMATE GROSSE A FARCIR,830225.125,2770905.0,819994.25,12.6,749374.1875,NON BIO,FRANCE
452990,A,2019,A,MOINS DE 35 ANS,TOMATE GROSSE A FARCIR,873011.3125,2900106.0,861614.4375,0.0,0.0,NON BIO,FRANCE
452991,A,2019,A,MOINS DE 35 ANS,TOMATE GROSSE A FARCIR PREEMB,576.6112671,1701.84314,559.8167725,0.0,320.5575867,NON BIO,FRANCE
452992,A,2019,A,MOINS DE 35 ANS,TOMATE GROSSE A FARCIR PREEMB,662.7739868,1956.150024,643.4699707,0.0,0.0,NON BIO,FRANCE
452993,A,2019,A,MOINS DE 35 ANS,TOMATE GROSSE A FARCIR VRAC,829648.5,2769203.0,819433.875,12.6,749908.0,NON BIO,FRANCE
452994,A,2019,A,MOINS DE 35 ANS,TOMATE GROSSE A FARCIR VRAC,872348.5,2898149.75,860971.0,0.0,0.0,NON BIO,FRANCE
452995,A,2019,A,MOINS DE 35 ANS,TOMATE HOLLANDE,102435.7656,242060.375,106802.9063,4.0,236624.2188,NON BIO,HOLLANDE
452996,A,2019,A,MOINS DE 35 ANS,TOMATE HOLLANDE,107698.9766,257163.75,112565.0625,0.0,0.0,NON BIO,HOLLANDE
452997,A,2019,A,MOINS DE 35 ANS,TOMATE HOLLANDE PREEMB,8624.821289,17907.7793,14333.1123,0.0,0.0,NON BIO,HOLLANDE
452998,A,2019,A,MOINS DE 35 ANS,TOMATE HOLLANDE VRAC,99074.15625,239255.9688,98231.95313,0.0,0.0,NON BIO,HOLLANDE
452999,A,2019,A,MOINS DE 35 ANS,TOMATE ITALIE,109517.7656,318318.5625,139682.3125,1.8,106160.0469,NON BIO,ITALIE
453000,A,2019,A,MOINS DE 35 ANS,TOMATE ITALIE,111820.3594,329536.7813,145785.9531,0.0,0.0,NON BIO,ITALIE
453001,A,2019,A,MOINS DE 35 ANS,TOMATE ITALIE PREEMB,43356.85547,104253.9609,28299.52344,0.0,0.0,NON BIO,ITALIE
453002,A,2019,A,MOINS DE 35 ANS,TOMATE ITALIE VRAC,68463.50781,225282.8125,117486.4297,0.0,0.0,NON BIO,ITALIE
453003,A,2019,A,MOINS DE 35 ANS,TOMATE MAROC,1103083.75,2649338.5,1539302.75,17.7,1050678.875,NON BIO,MAROC
453004,A,2019,A,MOINS DE 35 ANS,TOMATE MAROC,1110625.0,2659962.25,1537203.625,0.0,0.0,NON BIO,MAROC
453005,A,2019,A,MOINS DE 35 ANS,TOMATE MAROC PREEMB,286356.9688,651999.5,322138.6875,0.0,0.0,NON BIO,MAROC
453006,A,2019,A,MOINS DE 35 ANS,TOMATE MAROC VRAC,824268.0625,2007962.75,1221277.0,0.0,0.0,NON BIO,MAROC
453007,A,2019,A,MOINS DE 35 ANS,TOMATE,48492128.0,153662192.0,64875460.0,92.2,5485943.0,NON BIO,FRANCE
453008,A,2019,A,MOINS DE 35 ANS,TOMATE,50281384.0,159392000.0,67605072.0,0.0,0.0,NON BIO,FRANCE
453009,A,2019,A,MOINS DE 35 ANS,TOMATE PREEMB,17811862.0,75089088.0,33167910.0,0.0,0.0,NON BIO,FRANCE
453010,A,2019,A,MOINS DE 35 ANS,TOMATE VRAC,32469522.0,84302912.0,38171168.0,0.0,0.0,NON BIO,FRANCE
453011,A,2019,A,MOINS DE 35 ANS,TOMATE ORIGINE NON PRECISE,5066284.0,12997342.0,6386693.0,34.8,2068528.0,NON BIO,AUTRE ORIGINE
453012,A,2019,A,MOINS DE 35 ANS,TOMATE ORIGINE NON PRECISE,5235263.5,13383993.0,6639163.5,0.0,0.0,NON BIO,AUTRE ORIGINE
453013,A,2019,A,MOINS DE 35 ANS,TOMATE ORIGINE NON PRECISE PREEMB,177591.625,457707.5,254885.9375,0.0,0.0,NON BIO,AUTRE ORIGINE
453014,A,2019,A,MOINS DE 35 ANS,TOMATE ORIGINE NON PRECISE VRAC,5057672.0,12926286.0,6401887.5,0.0,0.0,NON BIO,AUTRE ORIGINE
453015,A,2019,A,MOINS DE 35 ANS,TOMATE PREEMB,18508146.0,80089360.0,34749700.0,81.4,4841550.0,NON BIO,FRANCE
453016,A,2019,A,MOINS DE 35 ANS,TOMATE PREEMB,19457374.0,83989080.0,36631788.0,0.0,0.0,NON BIO,FRANCE
453017,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE,11085224.0,23993824.0,12746699.0,63.4,3774678.0,NON BIO,FRANCE
453018,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE,11544771.0,25009924.0,13222790.0,0.0,0.0,NON BIO,FRANCE
453019,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE GRAPPE,18465770.0,41989272.0,21151750.0,72.3,4300983.5,NON BIO,FRANCE
453020,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE GRAPPE,19082002.0,43456448.0,21837142.0,0.0,0.0,NON BIO,FRANCE
453021,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE GRAPPE PREEMB,1376277.75,4680616.5,1837910.5,18.5,1102448.75,NON BIO,FRANCE
453022,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE GRAPPE PREEMB,1477335.25,4974333.5,1948772.125,0.0,0.0,NON BIO,FRANCE
453023,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE GRAPPE VRAC,17089492.0,37308652.0,19319806.0,68.2,4059463.75,NON BIO,FRANCE
453024,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE GRAPPE VRAC,17604668.0,38482112.0,19901114.0,0.0,0.0,NON BIO,FRANCE
453025,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE PREEMB,5218444.0,10605492.0,5214141.5,32.6,1942214.125,NON BIO,FRANCE
453026,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE PREEMB,5527541.0,11237281.0,5527400.5,0.0,0.0,NON BIO,FRANCE
453027,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE VRAC,5866779.5,13388333.0,7550180.5,48.5,2883674.25,NON BIO,FRANCE
453028,A,2019,A,MOINS DE 35 ANS,TOMATE RONDE VRAC,6017230.0,13772644.0,7715658.0,0.0,0.0,NON BIO,FRANCE
453029,A,2019,A,MOINS DE 35 ANS,TOMATE VRAC,32620544.0,85648800.0,38238732.0,81.3,4835416.0,NON BIO,FRANCE
453030,A,2019,A,MOINS DE 35 ANS,TOMATE VRAC,33613556.0,88225752.0,39426120.0,0.0,0.0,NON BIO,FRANCE
488400,A,2020,A,65 ANS ET PLUS,TOMATE,109114808.0,326811936.0,144183728.0,95.2,7210324.5,NON BIO,FRANCE
488401,A,2020,A,65 ANS ET PLUS,TOMATE,114230784.0,342337120.0,151398528.0,0.0,0.0,NON BIO,FRANCE
488402,A,2020,A,65 ANS ET PLUS,TOMATE ALLONGEE,9230028.0,26385504.0,14243870.0,49.7,3762159.5,NON BIO,FRANCE
488403,A,2020,A,65 ANS ET PLUS,TOMATE ALLONGEE,9532784.0,27338338.0,14827379.0,0.0,0.0,NON BIO,FRANCE
488404,A,2020,A,65 ANS ET PLUS,TOMATE ALLONGEE PREEMB,661798.625,2921527.0,1137101.625,7.9,601395.4375,NON BIO,FRANCE
488405,A,2020,A,65 ANS ET PLUS,TOMATE ALLONGEE PREEMB,686770.25,3030303.0,1197483.25,0.0,0.0,NON BIO,FRANCE
488406,A,2020,A,65 ANS ET PLUS,TOMATE ALLONGEE VRAC,8568229.0,23463978.0,13118265.0,46.5,3524870.75,NON BIO,FRANCE
488407,A,2020,A,65 ANS ET PLUS,TOMATE ALLONGEE VRAC,8846014.0,24308036.0,13639408.0,0.0,0.0,NON BIO,FRANCE
488408,A,2020,A,65 ANS ET PLUS,TOMATE AUTRE ORIGINE,1044951.063,2774783.5,1319710.0,6.6,496496.3125,NON BIO,AUTRE ORIGINE
488409,A,2020,A,65 ANS ET PLUS,TOMATE AUTRE ORIGINE,1096230.375,2939791.25,1382692.375,0.0,0.0,NON BIO,AUTRE ORIGINE
488410,A,2020,A,65 ANS ET PLUS,TOMATE AUTRE ORIGINE PREEMB,25046.04883,57110.32813,36201.4375,0.0,0.0,NON BIO,AUTRE ORIGINE
488411,A,2020,A,65 ANS ET PLUS,TOMATE AUTRE ORIGINE VRAC,1071184.375,2882681.0,1346490.875,0.0,0.0,NON BIO,AUTRE ORIGINE
488412,A,2020,A,65 ANS ET PLUS,TOMATE AUTRES,5978006.5,27581714.0,10046898.0,42.2,3193822.0,NON BIO,FRANCE
488413,A,2020,A,65 ANS ET PLUS,TOMATE AUTRES,6199742.5,28748240.0,10538290.0,0.0,0.0,NON BIO,FRANCE
488414,A,2020,A,65 ANS ET PLUS,TOMATE AUTRES PREEMB,2052408.0,12229919.0,4583117.5,23.7,1791041.0,NON BIO,FRANCE
488415,A,2020,A,65 ANS ET PLUS,TOMATE AUTRES PREEMB,2172612.75,12925247.0,4903318.5,0.0,0.0,NON BIO,FRANCE
488416,A,2020,A,65 ANS ET PLUS,TOMATE AUTRES VRAC,3925598.5,15351794.0,5502091.5,26.6,2013270.875,NON BIO,FRANCE
488417,A,2020,A,65 ANS ET PLUS,TOMATE AUTRES VRAC,4027130.0,15822992.0,5672607.5,0.0,0.0,NON BIO,FRANCE
488418,A,2020,A,65 ANS ET PLUS,TOMATE BELGIQUE,2636353.75,6336619.0,3507301.0,18.3,1388052.25,NON BIO,BELGIQUE
488419,A,2020,A,65 ANS ET PLUS,TOMATE BELGIQUE,2765812.75,6654967.0,3685428.0,0.0,0.0,NON BIO,BELGIQUE
488420,A,2020,A,65 ANS ET PLUS,TOMATE BELGIQUE PREEMB,155459.4219,416270.875,232352.6406,0.0,0.0,NON BIO,BELGIQUE
488421,A,2020,A,65 ANS ET PLUS,TOMATE BELGIQUE VRAC,2610353.5,6238696.0,3453075.5,0.0,0.0,NON BIO,BELGIQUE
488422,A,2020,A,65 ANS ET PLUS,TOMATE BIO,6352197.5,25157922.0,8093754.0,27.4,2072176.125,BIO,FRANCE
488423,A,2020,A,65 ANS ET PLUS,TOMATE BIO,6587196.5,26227036.0,8524208.0,0.0,0.0,BIO,FRANCE
488424,A,2020,A,65 ANS ET PLUS,TOMATE BIO PREEMB,1817262.375,9630851.0,3659871.75,0.0,0.0,BIO,FRANCE
